城市,名称,上牌时间,品牌,表显里程,排量,变速箱,原价,售价,排放标准,过户次数,使用性质,产权性质,看车方式,异常点,车长/宽/高,轴距,行李箱容积,整备质量,进气形式,气缸数,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,车龄
厦门,雪佛兰 科鲁兹 2013款 1.8L SE AT,2013,雪佛兰,11.32,1.8,自动,24.29,3.8,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,8
沈阳,雪佛兰 科鲁兹 2011款 1.8L SE AT,2011,雪佛兰,7,1.8,自动,,3.78,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,10
沈阳,雪佛兰 科鲁兹 2011款 1.8L SE AT,2011,雪佛兰,7,1.8,自动,14.86,3.78,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,10
沈阳,雪佛兰 科鲁兹 2013款 1.6L SE MT,2013,雪佛兰,9.6,1.6,手动,13.01,3.38,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
沈阳,雪佛兰 科鲁兹 2013款 1.6L SE MT,2013,雪佛兰,9.6,1.6,手动,,3.38,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
苏州,雪佛兰 科鲁兹 2009款 1.6L SE AT,2009,雪佛兰,8.16,1.6,自动,14.43,2.8,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1400,自然吸气,4缸,117,150,汽油,92号,多点电喷,12
苏州,雪佛兰 科鲁兹 2009款 1.6L SE AT,2009,雪佛兰,8.16,1.6,自动,,2.8,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1400,自然吸气,4缸,117,150,汽油,92号,多点电喷,12
苏州,雪佛兰 科鲁兹 2009款 1.6L SE MT,2009,雪佛兰,12.6,1.6,自动,13.01,2.38,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,117,150,汽油,92号,多点电喷,12
苏州,雪佛兰 科鲁兹 2011款 1.6L SE AT,2011,雪佛兰,14.09,1.6,自动,14.64,2.68,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1390,自然吸气,4缸,121,155,汽油,92号,多点电喷,10
苏州,雪佛兰 科鲁兹 2011款 1.6L SE AT,2011,雪佛兰,14.09,1.6,自动,,2.68,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1390,自然吸气,4缸,121,155,汽油,92号,多点电喷,10
苏州,雪佛兰 科鲁兹 2009款 1.6L SE MT,2009,雪佛兰,18,1.6,手动,13.01,2.1,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,117,150,汽油,92号,多点电喷,12
太原,雪佛兰 科鲁兹 2012款 1.6L SL天地版 MT,2012,雪佛兰,10,1.6,手动,12.36,2.98,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,117,150,汽油,92号,多点电喷,9
太原,雪佛兰 科鲁兹 2012款 1.6L SL天地版 MT,2012,雪佛兰,10,1.6,手动,,2.98,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,117,150,汽油,92号,多点电喷,9
天津,雪佛兰 科鲁兹 2009款 1.6L SE MT,2009,雪佛兰,5.1,1.6,自动,13.01,2.2,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,117,150,汽油,92号,多点电喷,12
天津,雪佛兰 科鲁兹 2009款 1.6L SE MT,2009,雪佛兰,5.1,1.6,自动,,2.2,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,117,150,汽油,92号,多点电喷,12
潍坊,雪佛兰 科鲁兹 2013款 1.8L SE AT,2013,雪佛兰,5.9,1.8,自动,,5,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,8
潍坊,雪佛兰 科鲁兹 2013款 1.8L SE AT,2013,雪佛兰,5.9,1.8,自动,14.86,5,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,8
无锡,雪佛兰 科鲁兹 2013款 1.8L SE AT,2013,雪佛兰,6.75,1.8,自动,14.86,4.98,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,8
无锡,雪佛兰 科鲁兹 2013款 1.8L SE AT,2013,雪佛兰,6.75,1.8,自动,,4.98,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,8
无锡,雪佛兰 科鲁兹 2013款 1.6L SL MT,2013,雪佛兰,9,1.6,手动,,2.75,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
无锡,雪佛兰 科鲁兹 2013款 1.6L SL MT,2013,雪佛兰,9,1.6,手动,11.82,2.75,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
武汉,雪佛兰 科鲁兹 2013款 1.6L SE AT,2013,雪佛兰,7.4,1.6,自动,14.64,4.3,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1390,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
武汉,雪佛兰 科鲁兹 2013款 1.6L SE AT,2013,雪佛兰,7.4,1.6,自动,,4.3,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1390,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
西安,雪佛兰 科鲁兹 2009款 1.8L SX AT,2009,雪佛兰,8.2,1.8,自动,16.16,2.9,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1425,自然吸气,4缸,143,177,汽油,92号,多点电喷,12
西安,雪佛兰 科鲁兹 2009款 1.8L SX AT,2009,雪佛兰,8.2,1.8,自动,,2.9,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1425,自然吸气,4缸,143,177,汽油,92号,多点电喷,12
盐城,雪佛兰 科鲁兹 2013款 1.6L SE MT,2013,雪佛兰,9,1.6,手动,13.01,2.98,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
盐城,雪佛兰 科鲁兹 2013款 1.6L SE MT,2013,雪佛兰,9,1.6,手动,,2.98,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
盐城,雪佛兰 科鲁兹 2012款 1.8L SE AT,2012,雪佛兰,9.8,1.8,自动,,3.75,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,9
盐城,雪佛兰 科鲁兹 2012款 1.8L SE AT,2012,雪佛兰,9.8,1.8,自动,14.86,3.75,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,9
盐城,雪佛兰 科鲁兹 2012款 1.6L SE AT,2012,雪佛兰,12,1.6,自动,14.64,3.38,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1390,自然吸气,4缸,121,155,汽油,92号,多点电喷,9
盐城,雪佛兰 科鲁兹 2012款 1.6L SE AT,2012,雪佛兰,12,1.6,自动,,3.38,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1390,自然吸气,4缸,121,155,汽油,92号,多点电喷,9
扬州,雪佛兰 科鲁兹 2013款 1.8L SE AT,2013,雪佛兰,4.3,1.8,自动,14.86,4.8,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,8
扬州,雪佛兰 科鲁兹 2013款 1.8L SE AT,2013,雪佛兰,4.3,1.8,自动,,4.8,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,8
扬州,雪佛兰 科鲁兹 2009款 1.6L SE AT,2009,雪佛兰,7.3,1.6,自动,,2.88,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1400,自然吸气,4缸,117,150,汽油,92号,多点电喷,12
扬州,雪佛兰 科鲁兹 2009款 1.6L SE AT,2009,雪佛兰,7.3,1.6,自动,14.43,2.88,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1400,自然吸气,4缸,117,150,汽油,92号,多点电喷,12
枣庄,雪佛兰 科鲁兹 2009款 1.8L SX AT,2009,雪佛兰,16.38,1.8,自动,,2.18,国四,4,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1425,自然吸气,4缸,143,177,汽油,92号,多点电喷,12
枣庄,雪佛兰 科鲁兹 2013款 1.8L SE AT,2013,雪佛兰,4.65,1.8,自动,13.33,4.48,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,8
长春,雪佛兰 科鲁兹 2012款 1.6L SL MT,2012,雪佛兰,10.73,1.6,手动,,2.85,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,117,150,汽油,92号,多点电喷,9
重庆,雪佛兰 科鲁兹 2009款 1.8L SX AT,2009,雪佛兰,8.32,1.8,自动,,2.88,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1425,自然吸气,4缸,143,177,汽油,92号,多点电喷,12
成都,雪佛兰 科鲁兹 2013款 1.6L SE MT,2013,雪佛兰,5.94,1.6,手动,13.01,4.35,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
厦门,雪佛兰 科鲁兹 2013款 1.6L SE MT,2013,雪佛兰,7.98,1.6,手动,13.01,2.98,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
枣庄,雪佛兰 科鲁兹 2009款 1.8L SX AT,2009,雪佛兰,16.38,1.8,自动,16.16,2.18,国四,4,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1425,自然吸气,4缸,143,177,汽油,92号,多点电喷,12
广州,雪佛兰 科鲁兹 2013款 1.6L SL MT,2013,雪佛兰,11.74,1.6,手动,11.82,2.98,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
南京,雪佛兰 科鲁兹 2012款 1.8L SE AT,2012,雪佛兰,8.44,1.8,自动,14.86,3.5,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,9
枣庄,雪佛兰 科鲁兹 2013款 1.8L SE AT,2013,雪佛兰,4.65,1.8,自动,14.86,4.48,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,8
湖州,雪佛兰 科鲁兹 2011款 1.8L SE AT,2011,雪佛兰,8.24,1.8,自动,14.86,3.1,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,10
厦门,雪佛兰 科鲁兹 2013款 1.8L SE AT,2013,雪佛兰,11.32,1.8,自动,14.86,3.8,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,8
合肥,雪佛兰 科沃兹 2016款 1.5L 自动欣悦版,2016,雪佛兰,7.12,1.5,自动,10.84,4.98,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,5
合肥,雪佛兰 科沃兹 2016款 1.5L 自动欣悦版,2016,雪佛兰,7.12,1.5,自动,,4.98,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,5
菏泽,雪佛兰 科沃兹 2018款 320 自动欣享天窗版,2018,雪佛兰,5.19,1.5,自动,10.84,6.28,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,3
临汾,雪佛兰 科沃兹 2019款 320 自动欣享天窗版,2019,雪佛兰,4.12,1.5,自动,9.87,6.2,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,2
临汾,雪佛兰 科沃兹 2019款 320 自动欣享天窗版,2019,雪佛兰,1.18,1.5,自动,14.52,6.6,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,2
临汾,雪佛兰 科沃兹 2016款 1.5L 自动欣悦版,2016,雪佛兰,5.85,1.5,自动,22.78,5.49,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,5
临汾,雪佛兰 科沃兹 2019款 320 自动欣享天窗版,2019,雪佛兰,4.12,1.5,自动,,6.2,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,2
南昌,雪佛兰 科沃兹 2019款 320 自动欣享天窗版,2019,雪佛兰,1.4,1.5,自动,9.87,5.98,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,2
南昌,雪佛兰 科沃兹 2019款 320 自动欣享天窗版,2019,雪佛兰,1.4,1.5,自动,,5.98,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,2
厦门,雪佛兰 科沃兹 2019款 320 手动欣悦版,2019,雪佛兰,3.2,1.5,手动,,5.8,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1185,自然吸气,4缸,113,141,汽油,92号,多点电喷,2
厦门,雪佛兰 科沃兹 2019款 320 手动欣悦版,2019,雪佛兰,3.2,1.5,手动,9.87,5.8,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1185,自然吸气,4缸,113,141,汽油,92号,多点电喷,2
石家,雪佛兰 科沃兹 2018款 320 自动欣享天窗版,2018,雪佛兰,3.7,1.5,自动,,6.5,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,3
石家,雪佛兰 科沃兹 2018款 320 自动欣享天窗版,2018,雪佛兰,3.7,1.5,自动,9.87,6.5,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,3
苏州,雪佛兰 科沃兹 2019款 320 自动欣悦版,2019,雪佛兰,4.3,1.5,自动,,7.8,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,2
苏州,雪佛兰 科沃兹 2019款 320 自动欣悦版,2019,雪佛兰,4.3,1.5,自动,10.84,7.8,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,2
潍坊,雪佛兰 科沃兹 2018款 320 自动欣享天窗版,2018,雪佛兰,5.2,1.5,自动,9.87,5.89,国六,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,3
潍坊,雪佛兰 科沃兹 2018款 320 自动欣享天窗版,2018,雪佛兰,5.2,1.5,自动,,5.89,国六,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,3
武汉,雪佛兰 科沃兹 2016款 1.5L 自动欣尚版,2016,雪佛兰,1.7,1.5,自动,11.93,5.73,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,5
武汉,雪佛兰 科沃兹 2016款 1.5L 自动欣尚版,2016,雪佛兰,1.7,1.5,自动,,5.73,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,5
武汉,雪佛兰 科沃兹 2016款 1.5L 自动欣尚版,2016,雪佛兰,1.7,1.5,自动,63.93,5.79,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,5
西安,雪佛兰 科沃兹 2018款 320 自动欣悦版,2018,雪佛兰,3.72,1.5,自动,,6.9,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,3
西安,雪佛兰 科沃兹 2018款 320 自动欣悦版,2018,雪佛兰,3.72,1.5,自动,10.84,6.9,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,3
新乡,雪佛兰 科沃兹 2019款 320 自动欣享天窗版,2019,雪佛兰,2.18,1.5,自动,50.8,5.68,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,2
新乡,雪佛兰 科沃兹 2018款 320 自动欣享天窗版,2018,雪佛兰,3.42,1.5,自动,28.63,5.7,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,3
宿迁,雪佛兰 科沃兹 2016款 1.5L 自动欣享版,2016,雪佛兰,5.13,1.5,自动,,6,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,5
宿迁,雪佛兰 科沃兹 2016款 1.5L 自动欣享版,2016,雪佛兰,5.13,1.5,自动,9.65,6,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,5
扬州,雪佛兰 科沃兹 2018款 320 自动欣享天窗版,2018,雪佛兰,4.5,1.5,自动,,5.8,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,3
扬州,雪佛兰 科沃兹 2018款 320 自动欣享天窗版,2018,雪佛兰,4.5,1.5,自动,9.87,5.8,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,3
运城,雪佛兰 科沃兹 2018款 320 自动欣享天窗版,2018,雪佛兰,3.71,1.5,自动,,5.8,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,3
运城,雪佛兰 科沃兹 2018款 320 自动欣享天窗版,2018,雪佛兰,3.71,1.5,自动,9.87,5.8,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,3
郑州,雪佛兰 科沃兹 2019款 320 自动欣悦版,2019,雪佛兰,2,1.5,自动,,6.1,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,2
